success,rt,trial_type,trial_index,plugin_version,time_elapsed,Participant ID,stimulus,response,bounce_time,response_time
True,null,null,5,N/A,N/A,athelete_P10,N/A,N/A,"[""0.851"",""1.816"",""2.760"",""3.700"",""4.660"",""5.594"",""6.522"",""7.483"",""8.414"",""9.380"",""10.382"",""11.346"",""12.359"",""13.348"",""14.365"",""15.334"",""16.360"",""17.322"",""18.318"",""19.258"",""20.249"",""21.197"",""22.165"",""23.190"",""24.255"",""25.225"",""26.194"",""27.161"",""28.167"",""29.162"",""30.130"",""31.095"",""32.049""]","[0.846,1.859,2.750,3.642,4.661,5.572,6.540,7.436,8.359,9.365,10.321,11.308,12.317,13.296,14.349,15.285,16.344,17.274,18.302,19.246,20.219,21.167,22.126,23.142,24.238,25.176,26.186,27.132,28.152,29.167,30.094,31.087,32.038]"
True,null,null,7,N/A,N/A,athelete_P10,N/A,N/A,"[""0.875"",""1.825"",""2.757"",""3.715"",""4.654"",""5.604"",""6.538"",""7.479"",""8.410"",""9.353"",""10.330"",""11.306"",""12.273"",""13.311"",""14.277"",""15.258"",""16.240"",""17.253"",""18.239"",""19.231"",""20.202"",""21.233"",""22.220"",""23.163"",""24.151"",""25.132"",""26.122"",""27.104"",""28.075"",""29.037"",""30.004"",""30.997"",""31.995"",""32.967""]","[0.897,1.739,2.745,3.695,4.664,5.613,6.504,7.485,8.399,9.323,10.306,11.268,12.269,13.246,14.331,15.223,16.231,17.273,18.242,19.176,20.197,21.230,22.256,23.097,24.104,25.092,26.129,27.094,28.100,29.009,29.956,30.950,32.036,32.873]"
True,null,null,9,N/A,N/A,athelete_P10,N/A,N/A,"[""0.857"",""1.816"",""2.764"",""3.719"",""4.660"",""5.591"",""6.532"",""7.459"",""8.402"",""9.365"",""10.373"",""11.343"",""12.346"",""13.323"",""14.319"",""15.282"",""16.243"",""17.211"",""18.181"",""19.177"",""20.210"",""21.203"",""22.159"",""23.148"",""24.102"",""25.053"",""26.006"",""26.972"",""27.939"",""28.933"",""29.917"",""30.878"",""31.861"",""32.822""]","[0.841,1.763,2.744,3.717,4.632,5.539,6.483,7.439,8.382,9.360,10.350,11.297,12.286,13.268,14.317,15.244,16.200,17.239,18.170,19.182,20.183,21.176,22.126,23.070,24.052,25.014,25.957,26.966,27.915,28.886,29.888,30.866,31.822,32.795]"
True,null,null,11,N/A,N/A,athelete_P10,N/A,N/A,"[""0.863"",""1.813"",""2.753"",""3.694"",""4.625"",""5.580"",""6.515"",""7.463"",""8.430"",""9.415"",""10.397"",""11.358"",""12.321"",""13.279"",""14.244"",""15.271"",""16.218"",""17.196"",""18.170"",""19.150"",""20.131"",""21.118"",""22.128"",""23.100"",""24.068"",""25.039"",""26.030"",""27.036"",""28.023"",""29.003"",""29.949"",""30.933"",""31.923"",""32.901""]","[0.772,1.786,2.743,3.673,4.563,5.598,6.477,7.474,8.355,9.367,10.383,11.339,12.264,13.254,14.201,15.214,16.147,17.161,18.178,19.125,20.060,21.089,22.095,23.103,24.028,25.010,25.973,27.015,28.034,28.964,29.937,30.940,31.900,32.897]"
True,null,null,13,N/A,N/A,athelete_P10,N/A,N/A,"[""0.864"",""1.811"",""2.741"",""3.696"",""4.638"",""5.575"",""6.527"",""7.468"",""8.412"",""9.357"",""10.304"",""11.262"",""12.223"",""13.192"",""14.249"",""15.296"",""16.292"",""17.294"",""18.247"",""19.224"",""20.184"",""21.188"",""22.150"",""23.129"",""24.111"",""25.077"",""26.071"",""27.046"",""28.011"",""29.022"",""29.994"",""31.008"",""31.991"",""32.944""]","[0.857,1.798,2.762,3.700,4.638,5.573,6.547,7.374,8.438,9.324,10.253,11.233,12.190,13.198,14.257,15.301,16.236,17.291,18.241,19.277,20.160,21.170,22.115,23.124,24.099,25.069,26.014,27.029,28.061,28.998,29.965,30.991,31.955,32.971]"
True,null,null,15,N/A,N/A,athelete_P10,N/A,N/A,"[""0.878"",""1.834"",""2.788"",""3.725"",""4.671"",""5.603"",""6.561"",""7.513"",""8.446"",""9.391"",""10.377"",""11.362"",""12.334"",""13.335"",""14.295"",""15.266"",""16.253"",""17.228"",""18.203"",""19.167"",""20.167"",""21.139"",""22.122"",""23.099"",""24.075"",""25.054"",""26.058"",""27.055"",""28.050"",""29.026"",""29.993"",""30.990"",""31.982"",""32.960""]","[0.878,1.777,2.815,3.714,4.656,5.599,6.534,7.477,8.448,9.309,10.348,11.349,12.250,13.309,14.319,15.243,16.205,17.257,18.187,19.160,20.134,21.145,22.147,23.045,24.064,24.994,26.124,26.983,28.021,29.045,29.971,30.957,31.947,32.962]"
