success,rt,trial_type,trial_index,plugin_version,time_elapsed,Participant ID,stimulus,response,bounce_time,response_time
True,null,null,5,N/A,N/A,athelete_P15,N/A,N/A,"[""0.851"",""1.816"",""2.760"",""3.700"",""4.660"",""5.594"",""6.522"",""7.483"",""8.414"",""9.380"",""10.382"",""11.346"",""12.359"",""13.348"",""14.365"",""15.334"",""16.360"",""17.322"",""18.318"",""19.258"",""20.249"",""21.197"",""22.165"",""23.190"",""24.255"",""25.225"",""26.194"",""27.161"",""28.167"",""29.162"",""30.130"",""31.095"",""32.049""]","[0.812,1.789,2.750,3.704,4.652,5.591,6.551,7.439,8.406,9.372,10.405,11.335,12.301,13.342,14.324,15.331,16.377,17.286,18.263,19.247,20.240,21.166,22.168,23.190,24.239,25.205,26.153,27.152,28.149,29.135,30.115,31.056,32.003]"
True,null,null,7,N/A,N/A,athelete_P15,N/A,N/A,"[""0.875"",""1.825"",""2.757"",""3.715"",""4.654"",""5.604"",""6.538"",""7.479"",""8.410"",""9.353"",""10.330"",""11.306"",""12.273"",""13.311"",""14.277"",""15.258"",""16.240"",""17.253"",""18.239"",""19.231"",""20.202"",""21.233"",""22.220"",""23.163"",""24.151"",""25.132"",""26.122"",""27.104"",""28.075"",""29.037"",""30.004"",""30.997"",""31.995"",""32.967""]","[0.838,1.801,2.739,3.714,4.667,5.573,6.528,7.421,8.389,9.387,10.341,11.290,12.256,13.335,14.241,15.197,16.187,17.301,18.215,19.225,20.136,21.209,22.272,23.128,24.153,25.180,26.075,27.113,28.082,28.997,29.973,31.047,32.016,32.940]"
True,null,null,9,N/A,N/A,athelete_P15,N/A,N/A,"[""0.857"",""1.816"",""2.764"",""3.719"",""4.660"",""5.591"",""6.532"",""7.459"",""8.402"",""9.365"",""10.373"",""11.343"",""12.346"",""13.323"",""14.319"",""15.282"",""16.243"",""17.211"",""18.181"",""19.177"",""20.210"",""21.203"",""22.159"",""23.148"",""24.102"",""25.053"",""26.006"",""26.972"",""27.939"",""28.933"",""29.917"",""30.878"",""31.861"",""32.822""]","[0.826,1.840,2.785,3.709,4.663,5.537,6.536,7.450,8.368,9.348,10.365,11.311,12.286,13.294,14.389,15.230,16.303,17.174,18.186,19.127,20.176,21.161,22.152,23.094,24.058,25.006,25.984,26.983,27.933,28.893,29.878,30.870,31.797,32.828]"
True,null,null,11,N/A,N/A,athelete_P15,N/A,N/A,"[""0.863"",""1.813"",""2.753"",""3.694"",""4.625"",""5.580"",""6.515"",""7.463"",""8.430"",""9.415"",""10.397"",""11.358"",""12.321"",""13.279"",""14.244"",""15.271"",""16.218"",""17.196"",""18.170"",""19.150"",""20.131"",""21.118"",""22.128"",""23.100"",""24.068"",""25.039"",""26.030"",""27.036"",""28.023"",""29.003"",""29.949"",""30.933"",""31.923"",""32.901""]","[0.861,1.746,2.725,3.664,4.600,5.550,6.559,7.415,8.403,9.353,10.390,11.355,12.346,13.282,14.220,15.189,16.159,17.120,18.197,19.176,20.050,21.100,22.105,23.091,24.017,25.022,26.045,27.039,28.003,29.041,29.890,30.936,31.866,32.897]"
True,null,null,13,N/A,N/A,athelete_P15,N/A,N/A,"[""0.864"",""1.811"",""2.741"",""3.696"",""4.638"",""5.575"",""6.527"",""7.468"",""8.412"",""9.357"",""10.304"",""11.262"",""12.223"",""13.192"",""14.249"",""15.296"",""16.292"",""17.294"",""18.247"",""19.224"",""20.184"",""21.188"",""22.150"",""23.129"",""24.111"",""25.077"",""26.071"",""27.046"",""28.011"",""29.022"",""29.994"",""31.008"",""31.991"",""32.944""]","[0.836,1.718,2.752,3.646,4.583,5.544,6.444,7.540,8.415,9.347,10.274,11.215,12.162,13.155,14.212,15.245,16.254,17.218,18.232,19.231,20.172,21.205,22.105,23.104,24.106,25.095,26.081,27.039,27.979,28.949,29.986,30.997,32.020,32.903]"
True,null,null,15,N/A,N/A,athelete_P15,N/A,N/A,"[""0.878"",""1.834"",""2.788"",""3.725"",""4.671"",""5.603"",""6.561"",""7.513"",""8.446"",""9.391"",""10.377"",""11.362"",""12.334"",""13.335"",""14.295"",""15.266"",""16.253"",""17.228"",""18.203"",""19.167"",""20.167"",""21.139"",""22.122"",""23.099"",""24.075"",""25.054"",""26.058"",""27.055"",""28.050"",""29.026"",""29.993"",""30.990"",""31.982"",""32.960""]","[0.849,1.797,2.780,3.709,4.651,5.602,6.547,7.492,8.433,9.421,10.415,11.370,12.317,13.351,14.233,15.275,16.182,17.230,18.186,19.169,20.152,21.125,22.116,23.095,24.046,25.033,26.046,27.095,28.018,29.025,29.969,30.967,31.991,32.970]"
