success,rt,trial_type,trial_index,plugin_version,time_elapsed,Participant ID,stimulus,response,bounce_time,response_time
True,null,null,5,N/A,N/A,athelete_P2,N/A,N/A,"[""0.851"",""1.816"",""2.760"",""3.700"",""4.660"",""5.594"",""6.522"",""7.483"",""8.414"",""9.380"",""10.382"",""11.346"",""12.359"",""13.348"",""14.365"",""15.334"",""16.360"",""17.322"",""18.318"",""19.258"",""20.249"",""21.197"",""22.165"",""23.190"",""24.255"",""25.225"",""26.194"",""27.161"",""28.167"",""29.162"",""30.130"",""31.095"",""32.049""]","[0.812,1.824,2.729,3.681,4.620,5.579,6.529,7.438,8.366,9.307,10.422,11.343,12.344,13.338,14.308,15.317,16.364,17.326,18.312,19.262,20.206,21.154,22.172,23.157,24.236,25.151,26.207,27.129,28.146,29.131,30.117,31.113,32.052]"
True,null,null,7,N/A,N/A,athelete_P2,N/A,N/A,"[""0.875"",""1.825"",""2.757"",""3.715"",""4.654"",""5.604"",""6.538"",""7.479"",""8.410"",""9.353"",""10.330"",""11.306"",""12.273"",""13.311"",""14.277"",""15.258"",""16.240"",""17.253"",""18.239"",""19.231"",""20.202"",""21.233"",""22.220"",""23.163"",""24.151"",""25.132"",""26.122"",""27.104"",""28.075"",""29.037"",""30.004"",""30.997"",""31.995"",""32.967""]","[0.849,1.840,2.758,3.719,4.616,5.590,6.527,7.496,8.384,9.338,10.306,11.330,12.228,13.305,14.274,15.242,16.161,17.207,18.211,19.253,20.198,21.190,22.209,23.162,24.094,25.118,26.180,27.076,28.092,29.029,29.995,30.956,31.955,32.953]"
True,null,null,9,N/A,N/A,athelete_P2,N/A,N/A,"[""0.857"",""1.816"",""2.764"",""3.719"",""4.660"",""5.591"",""6.532"",""7.459"",""8.402"",""9.365"",""10.373"",""11.343"",""12.346"",""13.323"",""14.319"",""15.282"",""16.243"",""17.211"",""18.181"",""19.177"",""20.210"",""21.203"",""22.159"",""23.148"",""24.102"",""25.053"",""26.006"",""26.972"",""27.939"",""28.933"",""29.917"",""30.878"",""31.861"",""32.822""]","[0.789,1.834,2.754,3.662,4.675,5.595,6.509,7.416,8.372,9.352,10.368,11.339,12.364,13.291,14.278,15.320,16.196,17.238,18.153,19.122,20.209,21.209,22.169,23.108,24.127,25.039,25.937,26.905,27.871,28.964,29.903,30.888,31.806,32.790]"
True,null,null,11,N/A,N/A,athelete_P2,N/A,N/A,"[""0.863"",""1.813"",""2.753"",""3.694"",""4.625"",""5.580"",""6.515"",""7.463"",""8.430"",""9.415"",""10.397"",""11.358"",""12.321"",""13.279"",""14.244"",""15.271"",""16.218"",""17.196"",""18.170"",""19.150"",""20.131"",""21.118"",""22.128"",""23.100"",""24.068"",""25.039"",""26.030"",""27.036"",""28.023"",""29.003"",""29.949"",""30.933"",""31.923"",""32.901""]","[0.866,1.804,2.715,3.661,4.669,5.541,6.497,7.480,8.395,9.355,10.343,11.287,12.310,13.229,14.245,15.231,16.219,17.156,18.138,19.172,20.113,21.137,22.098,23.014,24.049,25.028,26.005,27.000,28.010,28.954,29.947,30.920,31.921,32.934]"
True,null,null,13,N/A,N/A,athelete_P2,N/A,N/A,"[""0.864"",""1.811"",""2.741"",""3.696"",""4.638"",""5.575"",""6.527"",""7.468"",""8.412"",""9.357"",""10.304"",""11.262"",""12.223"",""13.192"",""14.249"",""15.296"",""16.292"",""17.294"",""18.247"",""19.224"",""20.184"",""21.188"",""22.150"",""23.129"",""24.111"",""25.077"",""26.071"",""27.046"",""28.011"",""29.022"",""29.994"",""31.008"",""31.991"",""32.944""]","[0.834,1.774,2.748,3.651,4.614,5.568,6.522,7.427,8.415,9.293,10.293,11.259,12.242,13.117,14.237,15.266,16.304,17.287,18.192,19.200,20.085,21.211,22.092,23.052,24.024,25.078,26.060,26.977,28.005,28.936,29.981,30.960,31.972,32.909]"
True,null,null,15,N/A,N/A,athelete_P2,N/A,N/A,"[""0.878"",""1.834"",""2.788"",""3.725"",""4.671"",""5.603"",""6.561"",""7.513"",""8.446"",""9.391"",""10.377"",""11.362"",""12.334"",""13.335"",""14.295"",""15.266"",""16.253"",""17.228"",""18.203"",""19.167"",""20.167"",""21.139"",""22.122"",""23.099"",""24.075"",""25.054"",""26.058"",""27.055"",""28.050"",""29.026"",""29.993"",""30.990"",""31.982"",""32.960""]","[0.829,1.817,2.700,3.691,4.651,5.585,6.522,7.498,8.365,9.373,10.358,11.329,12.356,13.314,14.311,15.256,16.199,17.166,18.165,19.140,20.145,21.149,22.099,23.058,24.092,25.008,26.047,27.046,27.964,28.975,29.960,30.950,31.937,32.951]"
